ID,Q17,Do you use apps? (based on all app related questions),Q4,"For those who answered Q4, do they know which app store they are using?",Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_7,Q8_8,Q8_9,Q8_10,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_11,Q11_12,Q11_7,Q11_8,Q11_9,Q11_10,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,Q15_19,Q15_20,Q15_21,Q15_22,Q15_23,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29.1,Q29.2,Q29.3,Q29.4,Q29.5,Q29.6,Q29.7,Q29.8,Q29.9,Q29.10,Q29.11,Q29.12,Q29.13,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10
8755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8756,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8757,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8758,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8759,30,1,5,1,6,3,,,1,1,1,,,,1,,,1,,1,,,,1,,1,,1,,1,,1,,,1,,1,1,,,,,,,,1,,1,,,,1,,1,1,,,,,1,,,,,,,1,,1,,,,,,,1,,,1,1,,1,,1,,,,1,,,,1,1,,1,1,,,,,,1,1,,1,,1,30,3,6,4,7,1,6,16,2,1,1,5,,,,,9,,,,,,,,,4,4,7,4,5,5,6,3,6,5
8760,18,1,3,1,7,6,,,1,,1,,1,,,,,1,,1,,1,,,,,,,,1,1,,,,,,1,,,1,1,,,,1,1,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,2,18,2,14,11,6,1,2,19,2,4,24,11,,,,,,,,,,,5,,,4,2,4,1,2,5,6,2,4,2
8761,37,1,6,1,6,2,,1,,1,1,,1,,,1,1,,1,1,,1,,,,1,,1,1,1,1,,,,1,,1,,,,1,,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,1,,,1,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,1,37,3,6,4,7,1,5,17,2,1,8,5,,,,,8,,,,,,,,,6,6,5,2,5,3,7,3,2,4
8762,16,1,1,1,6,2,,,,1,1,,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,,,,,1,16,2,14,11,6,1,2,12,2,4,24,11,,,,,,,,,,,1,,,4,4,4,3,4,4,4,4,4,4
8763,33,1,5,1,8,5,,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,,1,,,1,,,1,,1,,,,,1,1,,,1,1,1,,1,,1,,,,,1,1,,1,1,1,,1,,,1,,1,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,1,1,,,,,,,1,,,,,1,,,1,33,3,6,4,7,1,5,18,2,1,17,5,,,,,10,,,,,,,,,5,4,5,4,5,4,5,3,5,5
8764,18,1,3,1,7,5,,,1,1,1,,1,,,1,,1,,1,,1,,1,,1,1,,,1,,1,,,1,,,,1,,1,1,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,1,1,1,1,,,,,,,1,,,1,,1,1,,1,,1,,,1,,1,1,,2,18,2,14,11,6,1,2,14,2,4,24,11,,,,,,,,,,,8,,,4,6,6,2,3,5,5,1,5,5
8765,25,1,4,1,6,4,,,1,1,1,,1,,,1,,,,1,,,,,,,,1,1,,,1,1,,,,,1,,,1,,,1,,1,,,,1,,,1,,,,,,1,,,,1,,1,,,,1,,,,,,,,,1,,1,,1,,,,,,,,,,1,,,1,,,,1,1,1,,,,,,2,25,3,13,12,9,7,4,20,2,2,12,10,,,,,,,,,,1,,,,5,3,7,3,6,5,7,3,5,3
8766,29,1,5,1,3,1,,,,1,,,,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,,1,29,3,9,7,1,1,5,18,2,5,17,7,,,,,,,7,,,,,,,5,1,5,2,5,2,5,1,5,3
8767,36,1,1,1,8,5,,1,,1,,,,1,1,,1,,,1,,,,,1,,1,1,,,,1,1,,1,,,,,1,,,,,,1,1,,,,,,,1,,,1,,,,,,1,,,1,1,,,,,,,,,,1,,,1,1,,,1,1,,1,,,1,,,,,,,,,,1,1,1,1,,,,1,36,3,1,15,7,7,5,14,2,1,1,12,,,,,,,,,,,,11,,6,4,4,3,6,3,4,3,5,2
8768,35,1,3,1,4,2,,1,,1,1,,1,,1,1,,,,,,1,,1,,1,1,1,,,,1,,,,,1,1,1,,1,1,,,1,1,,,,,,,,1,,1,,,1,1,,,1,,,,,,1,1,,,,,,1,,,,,,,,1,1,,1,1,,1,1,1,1,,1,,,,1,,,1,1,,1,,1,35,3,6,4,7,1,5,19,2,1,1,5,,,,,9,,,,,,,,,7,7,5,1,7,1,6,1,2,1
8769,22,1,5,1,3,1,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,22,2,9,7,11,7,6,18,2,4,24,7,,,,,,,8,,,,,,,4,4,4,5,4,7,4,5,4,4
8770,65,1,4,1,6,1,,,,1,,,,,,,1,,,,,,,,,,1,,1,,1,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,1,,,1,1,,,,,,,,,,,,,,1,,,,,1,65,3,10,8,4,4,2,12,2,8,9,6,,,,,,6,,,,,,,,5,4,6,4,6,6,5,3,5,4
8771,20,1,5,2,1,1,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,2,20,3,13,12,9,7,4,14,2,5,16,10,,,,,,,,,,3,,,,1,2,7,6,4,2,6,5,2,1
8772,25,1,1,1,6,3,,1,1,1,1,,1,1,1,,,,,,,1,,1,1,,1,,1,,,,,,1,,,1,,,1,1,,,,,1,,,,,1,,1,,,,1,,,,,1,,1,,1,,1,1,,1,,1,,,,,1,1,,,,,1,,,1,,,,,1,,1,1,1,,1,,1,1,,,1,,1,25,1,6,4,7,1,6,18,2,1,3,5,,,,,10,,,,,,,,,7,6,7,1,7,3,5,5,7,1
8773,41,1,6,1,8,3,,1,,1,,,,1,,1,,,,,,,1,1,,,,1,,1,,1,,,,,,,,,,,,1,1,1,,,,,,,,,1,,1,1,,1,,,,,1,1,,,,,,,,,,,1,,,,1,,,,,,1,1,,1,1,,,,1,1,,,1,,1,1,,1,1,,1,41,3,6,4,7,1,5,18,2,1,4,5,,,,,11,,,,,,,,,7,6,6,2,6,2,5,2,6,2
8774,28,1,6,1,8,4,,1,,1,1,,1,1,1,1,,1,1,1,,,1,,1,,1,,1,,1,,1,,,1,,1,1,,1,,,1,,,,,,,,,,,,1,,1,1,1,,,1,,,,1,,1,,1,,,,,,,1,,,,1,,,,,,1,,,,1,,1,,,1,,1,,1,,,,1,,1,28,3,6,4,7,1,5,18,2,1,19,5,,,,,5,,,,,,,,,6,5,5,5,6,6,5,5,5,5
8775,17,1,3,1,6,2,,,1,1,,,,,,,1,1,,,,,1,1,,,,,,1,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,1,,,,1,,,1,,,1,,,,,,,1,,1,,,1,1,1,,,1,,,1,,,,,2,17,2,14,11,6,1,2,12,2,4,24,11,,,,,,,,,,,1,,,5,4,6,4,4,4,6,3,5,4
8776,34,1,5,2,2,1,,,,,1,,,,,,,,,1,,,,,,,1,,1,,,,,,1,,1,,,,,,,,1,,,,,1,1,,,,1,,,,,,,,1,,1,1,1,,,1,1,1,,1,1,1,1,,,1,1,1,,,,1,,1,1,,1,,,,1,1,,,1,,,,,,,,2,34,3,13,12,9,4,3,20,2,9,15,10,,,,,,,,,,1,,,,4,6,4,3,5,3,5,6,2,4
8777,48,1,3,1,7,3,1,,1,,1,,,,,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,,,1,,,,,1,,,,,,,1,,,,1,,,,,1,1,1,1,1,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,48,3,9,7,11,1,6,20,2,1,13,7,,,,,,,5,,,,,,,4,4,3,4,3,3,3,4,7,4
8778,18,1,3,1,7,3,,1,1,1,1,,1,,1,1,1,,,,,1,,,1,1,,,1,1,,1,1,,1,,1,,,,1,,,,,1,1,,,1,,,,,,,,,,,,,1,,,1,,,1,1,1,1,,,1,1,1,1,1,1,,1,,,,,,1,,1,,,,,,1,1,1,1,,1,,,1,1,,2,18,2,16,16,11,4,3,16,2,4,9,13,,,,,,,,,,,,,2,1,2,5,3,7,6,5,3,3,1
8779,17,1,3,1,7,4,,,1,1,1,,1,,1,,,,,,,1,,1,1,,,,,1,1,1,,,,1,,1,,,1,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,1,17,2,14,11,6,1,2,12,2,4,24,11,,,,,,,,,,,1,,,6,5,5,5,6,6,6,3,6,3
8780,32,1,3,1,7,4,,1,,1,,,,1,1,1,,,,,,,1,,,,1,1,1,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,,1,,1,,1,,,1,,,1,,,,,,,,,,,1,,,,1,1,,1,1,,1,,1,,1,,1,,,,,,,,1,1,1,,1,,2,32,3,6,4,7,1,5,17,2,1,4,5,,,,,10,,,,,,,,,6,4,6,3,5,6,6,3,6,4
8781,35,1,3,1,7,2,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,,1,1,,1,,,,,,,,1,,,,,,1,,1,,1,,1,35,3,6,4,7,1,5,19,2,1,1,5,,,,,9,,,,,,,,,6,5,7,2,7,4,7,2,7,1
8782,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8783,14,1,6,2,6,1,,,1,,,,,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,1,,,,,,1,,1,14,2,4,14,1,4,1,9,3,6,24,3,,,12,,,,,,,,,,,4,4,5,3,3,5,5,3,5,4
8784,49,1,4,1,2,1,,,,,1,,1,,,,1,,1,1,,1,,,,,1,,1,1,,,,,1,1,1,,,,1,,,,,,1,,,,,,1,,1,1,1,1,1,,,,1,,1,,,,,1,1,1,1,,,,,1,,1,,1,,1,,,,1,1,,,1,1,,,1,,,,,,1,,,1,,1,49,3,3,2,8,4,2,15,2,8,23,2,,1,,,,,,,,,,,,6,3,5,2,5,4,5,2,6,2
8785,35,1,1,1,8,5,1,1,,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,1,1,1,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,2,35,3,6,4,7,1,5,20,2,1,21,5,,,,,11,,,,,,,,,7,7,7,1,7,1,7,1,1,1
8786,17,1,5,1,8,2,,,1,1,1,,,,,1,1,1,,1,,1,,,,,1,,1,,,,,,,,1,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,1,,1,1,,,,,1,,,1,,,,1,1,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,,2,17,2,14,11,6,1,2,13,2,2,24,11,,,,,,,,,,,1,,,7,1,7,6,2,1,7,1,1,1
8787,23,1,4,1,2,2,,,1,1,1,,,1,,1,1,,,,,1,1,1,1,1,1,1,,,,1,,,,,1,1,1,,1,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,,,,,,1,,,,1,,,,,1,,1,,,,,2,23,1,13,12,9,4,3,18,2,6,2,10,,,,,,,,,,1,,,,3,2,6,4,5,6,5,3,4,4
8788,33,1,3,1,6,2,,1,,,1,,,,1,,,1,1,1,,1,,,,1,1,1,,1,,1,,,1,,1,,,,1,,,,,1,1,,,,1,,,,,,,1,1,1,,,1,,,1,1,,1,1,,1,,,,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,1,33,3,6,4,7,1,6,20,2,1,21,5,,,,,11,,,,,,,,,5,4,6,2,5,4,6,2,5,2
8789,47,1,4,1,3,1,,,,,1,,1,,,,1,,,,,,,,,1,1,,,,1,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,,,,1,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,47,3,13,12,9,4,3,15,1,8,3,10,,,,,,,,,,2,,,,6,2,7,1,7,6,6,1,6,1
8790,30,1,3,1,8,4,,1,1,1,1,,1,,,1,,,,1,,1,,1,,1,1,1,,1,,,,,1,,1,,,,1,,,,1,,1,,,1,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,1,1,1,,1,,,,1,,,,,,,1,,,,,,,,,,1,,2,30,3,13,12,9,7,4,16,2,1,16,10,,,,,,,,,,2,,,,2,2,7,2,7,4,7,2,4,2
8791,29,1,4,1,5,2,,1,,1,1,,1,,,1,,1,,,,1,,1,,,1,,1,,1,,,,,,1,,,,1,,,,,,1,1,,,,,,1,,1,,,1,,,,1,,,1,1,,1,1,,,,1,,1,,,1,,,1,,1,,,,1,1,1,1,1,,1,1,,,1,1,,,,1,,1,,2,29,3,6,4,7,1,5,16,2,1,1,5,,,,,9,,,,,,,,,5,4,6,4,6,4,6,1,7,6
8792,16,1,9,2,1,2,,,1,,,,1,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,16,2,6,4,7,1,2,12,2,4,24,5,,,,,12,,,,,,,,,3,1,4,3,4,5,7,1,2,1
8793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8794,17,1,3,1,8,4,,,1,1,1,,1,,1,,1,,1,,,1,,1,,,,1,1,1,1,1,,,1,1,1,,,,1,1,,,1,,,,,1,1,,,1,,,,1,,,,1,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,2,17,2,14,11,6,7,2,15,2,4,24,11,,,,,,,,,,,1,,,3,6,6,4,3,6,6,3,6,3
8795,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8796,45,1,3,1,4,1,,1,,,1,,1,,,,,,1,1,,1,,,,,1,,,1,,1,,,1,,1,1,,,,,,,,,,,,,1,,,1,1,,,1,,,,,1,,1,,,,,1,,1,,,,,,,,,1,1,,1,,,,1,,,,1,,,,,,,,,,1,1,,,,1,45,3,13,16,9,4,3,19,2,1,19,13,,,,,,,,,,,,,1,3,1,7,2,4,7,6,1,7,2
8797,18,1,5,1,6,2,,,1,1,1,,1,,,,,,,,,,1,1,,1,,,,1,1,,,,1,1,,1,,,1,,,,1,,,,,,,1,1,,1,,,,,,,1,1,,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,2,18,2,14,11,6,1,2,13,2,4,24,11,,,,,,,,,,,1,,,4,3,4,2,6,4,6,5,4,5
8798,16,1,4,1,4,2,,1,1,1,1,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,,1,1,1,,,1,,,,,,,,,,,,,1,,,1,,,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,,1,,,1,1,1,,1,,1,,1,,1,1,,,1,,1,16,2,16,16,11,1,3,10,2,6,24,13,,,,,,,,,,,,,2,5,2,6,5,6,5,6,3,6,3
8799,34,1,1,1,6,4,,1,1,,,,,,1,1,,1,,,,,,1,,1,,1,,,,,,,,,1,,,1,,,,,,1,,,,,1,,,,,,,,,1,,,1,,,1,,,1,,,,,,,1,,,,,,1,,,1,,,1,,1,,,1,1,1,1,,,1,,,,1,,,,1,34,3,6,4,7,1,6,19,2,1,1,5,,,,,11,,,,,,,,,4,2,5,2,5,5,6,1,4,2
8800,27,1,3,1,7,3,,,1,1,,,1,,1,1,1,1,,,,,,1,,,1,,,1,,,,,1,1,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,1,1,,,1,1,,,,,,,1,1,,1,,,,,,,,,,,1,,,,1,,,1,,,,,1,27,2,13,12,9,4,2,17,2,1,23,10,,,,,,,,,,3,,,,5,1,6,1,7,7,6,1,6,4
8801,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8802,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8803,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8804,16,1,3,2,1,2,,,1,1,,,,,,,,1,,1,,,1,1,,,,1,,1,,,,,,,1,,,1,1,,,,1,1,1,,,,,,1,,,,,1,1,,,1,,,,,,,1,1,1,,,,,,1,,1,,1,,,,1,,1,1,,,1,,1,,1,,,,1,,,,,,1,,1,16,2,6,4,7,1,1,9,2,4,24,5,,,,,1,,,,,,,,,6,4,4,2,4,4,6,4,4,2
8805,32,1,1,1,4,1,,1,,,1,,,,,1,,1,,,,1,,,,,,1,1,1,,,,,,,1,,1,,1,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,1,1,1,,,1,,,,,,1,,1,,1,,,1,,,1,,1,,1,1,,,,1,1,,,,,,,2,32,1,16,3,1,2,6,13,2,1,2,4,,,,7,,,,,,,,,,5,5,7,2,7,3,4,2,6,5
8806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8807,37,1,5,1,8,3,1,1,1,1,,,1,,,1,1,1,1,1,,,1,1,1,,1,1,1,1,1,1,,,1,,1,,1,1,1,1,,1,1,1,,1,,,1,1,,,1,1,,1,1,1,,1,1,,,1,1,,,,,1,1,1,1,1,,,,1,,,,,1,1,,1,1,,,1,1,,1,,,1,1,1,1,,1,1,,,2,37,3,6,4,7,1,5,16,2,1,2,5,,,,,11,,,,,,,,,6,6,5,6,6,6,6,6,6,4
8808,26,1,3,1,6,2,,,1,1,1,,1,,,,,1,1,,,1,,,1,,1,1,1,,,,,,,1,1,,,,1,,,,1,1,1,1,,,,1,,1,,,,1,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,1,,,1,1,,,1,1,1,,1,1,,,1,,,1,1,,1,,1,26,2,6,4,7,1,5,21,2,1,16,5,,,,,7,,,,,,,,,4,5,5,2,5,3,4,4,4,4
8809,26,1,4,1,2,1,,,,,1,,,,,,,,1,,,1,1,,1,,1,,,1,1,,,,1,,,,,,1,,,1,1,1,,,,1,,,,,,,,,,,,,1,1,1,1,,,1,1,1,,1,,,,1,1,1,1,1,,,,,,,,1,,,,1,,1,1,,1,1,,,1,1,,1,,1,26,2,13,12,9,4,2,14,1,7,25,10,,,,,,,,,,2,,,,7,1,7,6,7,6,7,1,5,2
8810,16,1,1,1,6,2,,,,1,1,,,1,,,1,1,,,,,,,,1,,,1,,,1,,,,,,1,,,1,,,1,,,,,,,,,,1,1,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,1,,,,,1,1,1,1,,1,16,2,6,4,7,1,2,11,2,4,24,5,,,,,1,,,,,,,,,5,2,7,3,7,5,7,1,7,3
8811,32,1,5,1,6,3,,,1,1,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,1,,,,,,1,,1,,,,,1,,,,1,,,,,,,1,,1,,,,,1,,1,,,,,,,,1,,,1,1,,1,1,1,,1,,,,,1,,,1,,1,32,3,6,4,7,1,5,15,2,1,1,5,,,,,8,,,,,,,,,4,2,7,1,7,5,6,2,5,2
8812,33,1,1,1,3,3,1,,1,1,,,1,,1,1,1,1,1,1,,1,1,,1,1,1,,1,1,1,1,,,1,1,,,1,,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,,,,1,,,,1,,1,1,,1,,,,,,,1,,,1,,1,1,1,1,1,1,,,1,1,1,1,1,,1,1,,1,1,1,,1,,2,33,3,15,13,11,4,5,4,2,1,18,6,,,,,,6,,,,,,,,3,3,6,3,7,4,6,3,6,1
8813,22,1,4,1,6,2,,,,1,1,,,,,,,1,,1,,1,,,,1,1,1,,,,,,,,,,1,,,,,,,1,,,,,1,,,1,1,,,,,,,,,1,1,,1,1,,1,,,,,,,1,,1,,,,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,1,22,2,9,7,1,7,2,16,2,4,24,7,,,,,,,6,,,,,,,3,2,3,3,3,2,3,3,3,3
8814,27,1,5,1,6,4,1,,,1,1,,,,1,1,,,1,,,,,1,,1,,,,,,1,,,,,1,,1,,,,,1,,,,,,,,,,1,,1,1,,,,,,1,1,1,,,,,,,,1,,1,,,,,,,,,1,,,1,,,1,,,,,1,1,,,,,,,1,,,,1,27,3,6,4,7,1,5,15,2,1,2,5,,,,,4,,,,,,,,,5,6,5,5,4,4,5,5,6,5
8815,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8816,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8817,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8818,17,1,1,1,7,2,,,1,1,1,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,1,17,2,14,11,6,1,2,12,2,4,24,11,,,,,,,,,,,12,,,4,5,4,5,4,4,4,3,4,2
8819,31,1,5,1,6,3,,,1,1,,,1,,1,,1,1,,,,1,1,1,,1,1,,,,,,,,,,,1,,,1,,,,1,,,,,,,,1,,,1,1,1,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,1,,1,,1,,,,,1,,,,,1,,1,31,3,6,4,7,1,5,15,2,1,1,5,,,,,8,,,,,,,,,6,2,7,1,7,4,6,1,6,2
8820,,2,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8821,17,1,3,1,1,4,,1,,1,,,,,,,1,1,,,,1,,,,,1,,,,,,,,1,1,1,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,1,,,,,1,,,,1,,,1,,1,,1,,,,,,1,,1,,,,1,17,2,6,4,7,1,1,13,2,4,24,5,,,,,12,,,,,,,,,7,7,7,7,7,4,7,3,5,3
8822,49,1,4,1,5,2,,,,1,1,,,,1,1,1,,,,,,,,,1,1,,1,,,,,,1,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,1,1,,1,1,,,,1,,,,,,1,,,,,,,,1,,1,,1,49,3,13,12,9,1,3,17,2,1,21,10,,,,,,,,,,8,,,,7,2,7,4,7,6,7,1,3,5
